,status_group
15213,functional
40700,functional
13031,functional
23500,non functional
7476,non functional
23973,functional
14621,non functional
49138,non functional
3177,functional
19016,functional
1294,non functional
35474,non functional
14300,non functional
55467,functional
27717,non functional
20894,functional
40813,functional
17396,functional
17336,non functional
17864,functional
57654,non functional
46774,non functional
41962,non functional
4885,non functional
23124,non functional
3148,functional
5026,functional
54361,non functional
3760,non functional
19767,functional
14452,functional
16774,non functional
40151,functional
6673,functional needs repair
34120,non functional
19121,functional needs repair
58984,non functional
867,functional
32192,functional needs repair
52052,non functional
57635,non functional
28074,functional needs repair
43373,functional
49094,non functional
622,functional
54356,functional needs repair
14686,functional
40727,non functional
36527,non functional
40610,functional
38494,non functional
31301,functional
28955,functional needs repair
43593,functional
1142,functional
5776,functional
3144,functional
52722,non functional
8952,non functional
44487,non functional
30436,non functional
47493,functional
45488,non functional
6028,functional
33128,functional
27503,functional
55908,functional
51307,non functional
20685,non functional
2290,functional
47820,functional
31113,functional
2883,non functional
13074,non functional
6899,functional
47107,non functional
37090,functional
55732,non functional
30052,non functional
42731,non functional
38896,functional
18926,functional
5963,non functional
3818,non functional
13019,non functional
57766,non functional
28664,non functional
45260,functional
35105,functional
55992,functional
23620,functional
35484,functional needs repair
37176,non functional
28800,functional needs repair
44940,functional
34018,non functional
432,functional
59201,non functional
42984,functional
57853,non functional
23367,non functional
28729,functional
31061,functional
24396,non functional
12805,non functional
14746,non functional
34815,non functional
10772,non functional
37729,non functional
32262,functional
43390,functional
34394,functional
37944,non functional
17382,non functional
15582,non functional
49549,functional
19081,functional
54287,non functional
38119,non functional
1044,non functional
51059,non functional
44528,non functional
49298,functional
28191,functional
56379,non functional
23592,functional
3411,functional
18981,functional needs repair
37319,functional
27718,non functional
57242,functional
45739,functional
33849,non functional
26857,functional
25556,non functional
33487,functional needs repair
3461,non functional
38069,functional
18544,functional
51916,functional needs repair
34994,non functional
39425,functional
8178,non functional
32261,functional
22368,non functional
11215,non functional
7548,functional
9392,non functional
44703,non functional
41074,non functional
53683,functional
37354,functional
50240,non functional
28105,non functional
40716,non functional
9731,functional
32648,functional
41128,non functional
55780,functional
28176,non functional
42628,functional
41844,non functional
47584,functional needs repair
50187,functional needs repair
44352,non functional
41392,functional
24622,functional
1439,functional
33080,non functional
58483,functional
35954,functional
30656,functional
3784,non functional
22887,non functional
58134,functional
22006,functional
35566,functional
25149,non functional
32214,functional
53899,functional
46258,functional
17265,functional
56833,functional
24458,functional
133,functional
43843,functional needs repair
31849,non functional
5838,functional
25471,functional
3244,functional
22374,functional
54052,non functional
15152,non functional
19702,non functional
22947,functional
40680,non functional
52968,functional
17900,functional
7063,non functional
34604,non functional
42896,functional
46636,functional
51563,non functional
45156,functional needs repair
6791,functional
5063,non functional
23450,non functional
22621,non functional
25937,functional
34303,non functional
51015,functional
32367,non functional
47751,non functional
1322,functional
14143,non functional
45837,functional needs repair
30709,functional
40167,non functional
50948,functional
34982,functional
54023,functional
36579,functional
31331,non functional
36933,non functional
13378,non functional
53863,non functional
28429,functional
40800,functional needs repair
